lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Steve Yanda","Men's Masters (35-39) 73kg",72.9,100,104,-106,104,125,130,-135,130,234
"Joshua Canet","Men's 16-17 Age Group 81kg",77,-103,103,108,108,125,-130,-132,125,233
"Tim Geiman","Men's Masters (40-44) 81kg",81,95,100,-106,100,125,-130,133,133,233
"Sarah Barnett","Open Women's 87kg",86.3,98,101,-103,101,126,130,132,132,233
"Jonathan Halbreich","Men's Masters (40-44) 89kg",85.24,100,-104,104,104,120,-125,128,128,232
"Moses Corbell","Men's Masters (35-39) 73kg",71.9,-98,98,101,101,124,-128,131,131,232
"Kayla Kass","Open Women's 87kg",82.38,99,102,-105,102,122,126,130,130,232
"Nicholas Lee","Men's Masters (35-39) 89kg",85.9,-98,98,102,102,125,129,-133,129,231
"Matthew Kaplan","Men's Masters (40-44) 96kg",95.7,94,98,-101,98,129,133,-137,133,231
"Caitlin Thilges","Open Women's +87kg",138.85,85,-90,90,90,130,132,140,140,230
"Craig Cirillo","Men's Masters (35-39) 102kg",100.65,94,98,-102,98,122,127,132,132,230
"Zachary Leach","Men's Masters (35-39) 89kg",87.69,96,-100,102,102,122,128,-130,128,230
"Isaque Costa","Men's 16-17 Age Group 89kg",88.21,-100,100,105,105,124,-128,-128,124,229
"onan marroquin","Men's Masters (35-39) 73kg",72.3,93,97,101,101,123,127,-131,127,228
"Martin Glenn-Adams","Open Men's 73kg",71.4,98,-102,-103,98,125,130,-135,130,228
"Estelle Rohr","Open Women's 76kg",73.65,93,96,100,100,122,-126,127,127,227
"Mariah Park","Open Women's 76kg",75.8,95,100,-102,100,123,-126,127,127,227
"Telesforo Dacanay","Men's Masters (35-39) 81kg",80,-96,-96,96,96,-125,125,130,130,226
"kurby Brown","Men's Masters (45-49) 96kg",95.02,-93,93,100,100,120,-123,125,125,225
"Anthony Walker","Men's Masters (50-54) +109kg",115.05,95,99,-103,99,126,-132,-132,126,225
"Jeremy Gillihan","Men's 14-15 Age Group 89kg",87.84,97,-100,100,100,120,125,-130,125,225
"Roy  Maher","Men's 14-15 Age Group 73kg",71.3,95,100,-103,100,125,-134,-134,125,225
"Edward Quillin","Men's 16-17 Age Group 96kg",93.77,98,104,-111,104,120,-127,-131,120,224
"Jonathan  Herrera","Men's Masters (45-49) 102kg",98.95,95,100,-105,100,115,123,-130,123,223
"Chris Funderburk","Men's Masters (35-39) 81kg",80.75,95,98,100,100,115,120,123,123,223
"Erlando James Abilo","Men's Masters (35-39) 81kg",77.95,86,89,91,91,123,127,131,131,222
"Katlin Kallmeyer","Open Women's +87kg",124.05,92,-96,96,96,125,-130,-130,125,221
"Datton Nguyen","Men's Masters (40-44) 89kg",85.35,100,-105,-105,100,-120,120,-129,120,220
"Romeo Thompson","Open Men's 67kg",66.49,100,-104,-106,100,120,-124,-124,120,220
"Rucker Johnson","Men's 14-15 Age Group 81kg",76.5,-91,91,95,95,115,120,125,125,220
"Carlos Hernandez","Men's Masters (40-44) 73kg",72.9,93,97,100,100,-110,111,119,119,219
"Stephanie Gousse","Open Women's +87kg",99.95,93,96,-100,96,117,-122,123,123,219
"Victoria Jefferson","Open Women's 87kg",83.69,88,92,96,96,114,118,122,122,218
"Benjamin Cockshott","Men's Masters (35-39) 73kg",69.45,90,95,-100,95,113,118,122,122,217
"Tevin Austell","Men's 14-15 Age Group 81kg",79.85,-96,96,-100,96,116,121,-126,121,217
"Robert Fezza","Men's Masters (50-54) 96kg",94.47,85,90,94,94,115,120,123,123,217
"Lily Turner","Open Women's 81kg",80.2,-92,96,-100,96,111,115,120,120,216
"Kieven Fischer","Men's 16-17 Age Group 73kg",71.8,93,-99,-100,93,115,-122,122,122,215
"Owen Jones","Men's 16-17 Age Group 81kg",79.85,91,94,97,97,-117,117,-121,117,214
"Shala Giardini","Open Women's 81kg",80.75,96,-100,-101,96,117,-121,-121,117,213
"Darci Molina","Open Women's 76kg",74.9,88,91,95,95,114,118,-121,118,213
"Emily Rodriguez","Women's Masters (35-39) +87kg",110.45,90,94,98,98,115,-120,-120,115,213
"Alexa Snyder","Open Women's 76kg",74.55,89,92,95,95,116,-119,-120,116,211
"Justin Flores","Men's Masters (35-39) 81kg",80.2,90,-95,95,95,115,-120,-123,115,210
"Ryan Bock","Men's Masters (40-44) 89kg",88.92,-92,93,97,97,113,-117,-118,113,210
"Jordyn Bush","Open Women's 76kg",71.3,88,92,95,95,108,112,115,115,210
"Angel Quintero","Men's 16-17 Age Group 67kg",66.1,90,94,-97,94,110,115,-120,115,209
"Danielle Gunnin","Open Women's 64kg",60.83,93,-96,-96,93,110,115,-120,115,208
"Shay Carlock","Open Women's 76kg",75.15,87,-90,90,90,110,114,117,117,207
"Jeven Sloan","Men's Masters (45-49) 96kg",89.27,-82,-84,85,85,117,121,-124,121,206
"Lincoln Dana","Men's 16-17 Age Group 67kg",64.55,91,-96,-96,91,115,-125,-125,115,206
"Amerie Daniels","Open Women's 76kg",73.2,84,-87,-87,84,118,122,-125,122,206
"Braden Winslow","Open Men's 61kg",60.4,91,96,-100,96,-110,-110,110,110,206
"Thomas Smalley","Open Men's 89kg",86.56,-90,90,-94,90,-115,115,-120,115,205
"Marina Tuono","Open Women's 76kg",75.5,85,89,-93,89,110,115,-120,115,204
"William Draper","Men's 16-17 Age Group 67kg",65.3,86,-89,-89,86,114,118,-122,118,204
"Shelby Pflug","Open Women's 64kg",63.8,88,-91,-92,88,112,116,-121,116,204
"Brad Baldwin","Men's Masters (50-54) 67kg",66.25,90,94,-97,94,110,-114,-114,110,204
"Danny Ear","Men's Masters (40-44) 81kg",74.7,-85,85,-88,85,110,114,118,118,203
"Fred Macaraeg","Men's Masters (45-49) 81kg",79,85,88,-92,88,105,110,115,115,203
"Robert Whitlock","Men's 14-15 Age Group 73kg",71.3,-80,81,85,85,110,115,118,118,203
"Nicole Caamano","Open Women's 71kg",70.15,90,93,-96,93,110,-114,-115,110,203
"Julie Brown","Open Women's 87kg",83.17,90,93,-97,93,109,-114,-118,109,202
"Rebecca Rouse","Open Women's 64kg",63.12,-88,88,91,91,108,110,-112,110,201
"Kat Carter","Open Women's 76kg",74.55,83,87,-90,87,110,114,-117,114,201
"Charley Leonard","Open Women's 59kg",58.8,81,83,86,86,-110,110,114,114,200
"Cory Aun","Men's Masters (45-49) 81kg",74.25,85,-90,-90,85,110,115,-120,115,200
"Gabriel Couilloud","Men's 14-15 Age Group 73kg",72.6,86,89,-92,89,106,111,-115,111,200
"Laura Barito","Open Women's 87kg",84.3,83,86,89,89,105,108,111,111,200
"Brittany Latham","Open Women's 87kg",86.54,-80,80,84,84,112,116,-121,116,200
"Sophia DiGregorio","Open Women's 71kg",69.4,86,89,92,92,-105,105,108,108,200
"Harley Creech","Open Women's 81kg",80.6,88,-92,-93,88,111,-116,-117,111,199
"Douglas Desatnik","Men's Masters (45-49) 81kg",78.5,80,83,-86,83,111,116,-121,116,199
"Taveon Sanders","Men's 16-17 Age Group 61kg",60.85,-85,85,87,87,105,109,112,112,199
"Daniel Marquez","Men's 14-15 Age Group 61kg",61,84,87,-90,87,108,112,-120,112,199
"Victoria Fries","Open Women's 71kg",70.8,-86,86,89,89,109,-113,-113,109,198
"Madison Atwood","Open Women's +87kg",96.5,81,85,-91,85,102,107,112,112,197
"Addie Anderson","Open Women's 71kg",67.8,-84,84,-90,84,108,113,-117,113,197
"Jamelle Apolinar","Open Women's +87kg",120.65,75,81,86,86,100,110,-115,110,196
"Donisha Traver","Open Women's 71kg",69.1,87,89,-92,89,107,-111,-112,107,196
"Robert O'Day","Men's Masters (55-59) 89kg",86.5,80,83,86,86,-101,101,110,110,196
"LeKiesha White","Open Women's +87kg",94.25,81,84,-86,84,-112,112,-116,112,196
"Ava Biesterfeld","Open Women's 71kg",69,86,89,-92,89,106,-110,-112,106,195
"Miranda Ulrey","Open Women's 59kg",58.6,88,-91,-93,88,102,105,107,107,195
"Matthew Sipos","Men's Masters (50-54) 96kg",95.6,85,-89,-90,85,110,-115,-115,110,195
"Victoria Caruso","Open Women's 76kg",73.92,72,76,80,80,105,110,115,115,195
"Nairobi Romero","Open Women's 71kg",69.1,83,85,87,87,108,-112,-115,108,195
"Siera Schuster","Open Women's 64kg",63.25,83,-86,87,87,104,108,-111,108,195
"jace fox","Men's 16-17 Age Group 67kg",64.8,80,84,88,88,-101,101,106,106,194
"Halle Kotchman","Open Women's 81kg",79.95,88,92,-96,92,98,102,-108,102,194
"Analise Kirby","Open Women's 76kg",73.4,80,-84,84,84,105,110,-114,110,194
"Deborah Doran","Open Women's 76kg",74.4,79,82,85,85,104,109,-113,109,194
"haley trinh","Open Women's 64kg",63.63,81,84,-87,84,105,109,-112,109,193
"Haley McDaniel","Open Women's 87kg",86.08,-85,85,-90,85,105,108,-111,108,193
"Alyssa Ballard","Open Women's 76kg",75.3,83,85,-88,85,108,-110,-110,108,193
"Emma Hoffman","Open Women's 71kg",70.85,78,82,85,85,102,105,108,108,193
"Jamie Hegg","Open Women's 64kg",62.91,83,-86,86,86,-107,107,-112,107,193
"Greg Karas","Men's Masters (45-49) 81kg",80.7,82,85,-88,85,105,108,-110,108,193
"Monica Knowlton","Open Women's 64kg",63.3,80,83,-86,83,-110,110,-115,110,193
"Lily Salisbury","Open Women's 64kg",61.5,78,81,-83,81,-106,107,111,111,192
"Martin Palma","Men's Masters (45-49) 67kg",66.55,-86,-86,86,86,105,-109,0,105,191
"Michael Ziss","Men's 16-17 Age Group 55kg",53.85,80,-84,84,84,98,102,107,107,191
"Haston Hill","Men's 14-15 Age Group 67kg",65.95,-75,75,81,81,-105,105,110,110,191
"Michelle Yiznitsky","Open Women's 71kg",69.2,76,79,-82,79,104,108,112,112,191
"Bailey Ebben","Open Women's 71kg",68.3,80,-84,-85,80,110,-114,-115,110,190
"Nadia Yangui","Open Women's 64kg",64,81,84,-87,84,106,-109,-110,106,190
"Allie Jarvis","Open Women's 71kg",69.6,84,87,90,90,100,-105,-105,100,190
"Lily Farmer","Open Women's 71kg",65.1,-80,80,-83,80,105,110,-114,110,190
"Lionel Bravo","Men's Masters (40-44) 73kg",73,78,-81,-81,78,107,-110,111,111,189
"Heather Mentone","Open Women's 76kg",73.05,81,84,-86,84,102,105,-108,105,189
"Jennifer Galemmo","Open Women's +87kg",105.5,88,-91,-93,88,101,-107,-107,101,189
"Brianna Chu","Open Women's 76kg",73.15,79,82,-87,82,99,-103,106,106,188
"Kailey Papas","Open Women's 59kg",58.65,81,84,-86,84,-100,100,104,104,188
"Ashlie Pankonin","Open Women's 76kg",74.01,79,-82,84,84,100,103,-106,103,187
"David Evans","Men's 16-17 Age Group 73kg",73,82,87,90,90,97,-104,-110,97,187
"Brittany Landers","Open Women's 81kg",80.75,77,-80,80,80,107,-110,-110,107,187
"Erin Patchey","Open Women's 81kg",78.05,80,85,-89,85,-101,102,-108,102,187
"Ireland Colson","Open Women's 71kg",70.2,81,83,-85,83,101,104,-106,104,187
"Kiara Earle","Open Women's 81kg",80.05,82,-85,-87,82,105,-108,-108,105,187
"Meghan Karlik","Women's Masters (35-39) 76kg",75.45,80,-83,-83,80,107,-110,-110,107,187
"Nicole Rucker","Open Women's 64kg",63.05,-78,78,-80,78,102,105,108,108,186
"Asia Gonzalez","Open Women's 55kg",54.04,80,83,-85,83,100,103,-105,103,186
"Cristine Schiavello","Open Women's 71kg",69.7,81,83,-85,83,100,103,-104,103,186
"Teresa Kiel","Women's Masters (35-39) 81kg",80.95,-84,84,-87,84,102,-106,-107,102,186
"Tyra Kinloch-Bailey","Open Women's 76kg",71.9,80,-83,83,83,-100,100,103,103,186
"Jessica Jones","Open Women's 71kg",70.6,71,73,75,75,105,110,-112,110,185
"Gretchen Stolte","Open Women's 71kg",66.25,78,-81,83,83,98,102,-105,102,185
"Leila Cook","Open Women's 55kg",55,80,-82,-82,80,105,-107,-107,105,185
"Grace Bustamante","Open Women's 87kg",85.77,-82,-82,82,82,100,103,-106,103,185
"Samantha Kuhles","Women's Masters (35-39) 71kg",70.4,80,82,84,84,98,101,0,101,185
"Ariah Groves","Open Women's 76kg",75.85,81,-85,-85,81,103,-110,-110,103,184
"Caden Yacavone","Men's 16-17 Age Group 67kg",65.1,81,-84,84,84,94,-98,100,100,184
"Darren Scott","Men's Masters (50-54) 81kg",79.6,74,77,-80,77,104,107,-110,107,184
"Sydney Collins","Open Women's 81kg",80.5,77,81,-85,81,95,99,103,103,184
"Alicia Fernandez","Open Women's 76kg",74.85,78,81,84,84,100,-103,-106,100,184
"Sebastian Rose","Men's 16-17 Age Group 55kg",54.65,-78,78,-81,78,102,106,-110,106,184
"Erica Laraine Sergeant","Open Women's 76kg",75.67,78,82,-85,82,-98,99,102,102,184
"Harrison Phelps","Men's 16-17 Age Group 67kg",62.65,74,78,82,82,98,102,-106,102,184
"Julia Daniel","Open Women's 71kg",69.45,80,83,86,86,98,-102,-102,98,184
"Madeline Storms","Open Women's 64kg",64,78,-82,82,82,98,102,-105,102,184
"Katie Jones","Open Women's 59kg",58.9,-80,80,-82,80,103,-107,-108,103,183
"Aleigh Moore","Open Women's 71kg",69.9,78,-81,-82,78,105,-108,-108,105,183
"Rustico Mirasol","Men's Masters (50-54) 81kg",77.8,77,-82,-82,77,100,106,-111,106,183
"Natalie Hart","Open Women's 71kg",68,70,73,76,76,100,106,-112,106,182
"Jamie Maffeo","Open Women's 76kg",73.05,80,83,86,86,93,96,-100,96,182
"Josh Alper","Men's 16-17 Age Group 67kg",63.95,-83,83,-86,83,99,-102,-103,99,182
"Morgan Johnson","Open Women's 81kg",78.05,82,85,-88,85,93,-97,97,97,182
"Haylie Helbig","Open Women's 64kg",63.65,74,77,80,80,102,-105,-107,102,182
"SOPHIA McClendon","Open Women's 76kg",74.95,72,75,77,77,100,103,105,105,182
"Rachel Clemmer","Open Women's 71kg",70.15,78,82,-85,82,100,-104,-104,100,182
"Carly Puzacke","Open Women's 76kg",74.15,82,-84,-84,82,-100,100,-103,100,182
"Amanda Roberts","Women's Masters (35-39) +87kg",95.05,77,-81,-81,77,-104,105,-108,105,182
"Megan Brasee","Open Women's 76kg",75.52,80,-84,-85,80,97,101,-105,101,181
"Jennifer Tobeson","Women's Masters (35-39) +87kg",114.75,70,74,78,78,93,98,103,103,181
"Israel Alvarez","Men's 14-15 Age Group 67kg",62.65,75,78,-81,78,98,103,-107,103,181
"Ruby Shepard","Open Women's 76kg",76,-76,76,79,79,98,-102,102,102,181
"Kaija Bramwell","Open Women's 64kg",62.35,78,-81,-82,78,97,100,103,103,181
"Amy Pierce","Women's Masters (35-39) 71kg",70.1,77,80,-82,80,95,99,101,101,181
"Mary Quigley","Women's Masters (35-39) 87kg",82.6,70,73,76,76,97,101,105,105,181
"Laura Cochran","Open Women's 71kg",68.6,78,82,-86,82,95,99,-103,99,181
"Sarah Kajdasz","Open Women's 81kg",79.15,-78,-78,78,78,-100,100,103,103,181
"Jenesis Fonder","Open Women's 71kg",70.37,74,77,80,80,97,101,-104,101,181
"Daniel Louie","Men's Masters (40-44) 61kg",59.6,-78,80,-85,80,100,-105,-105,100,180
"Alexandra Hedges","Open Women's 76kg",73.55,74,-78,80,80,95,100,-105,100,180
"Stefani Warnick","Open Women's 87kg",84.6,82,-85,-85,82,95,98,-101,98,180
"Madison Duvall","Open Women's 71kg",66.2,74,78,81,81,93,96,99,99,180
"Reba Lewis","Open Women's 76kg",73.7,-80,-80,80,80,100,-103,-103,100,180
"Lucie Gehringer","Open Women's 76kg",72.21,-78,78,81,81,-98,98,-102,98,179
"Carley Graham","Open Women's 76kg",75.83,-79,-79,79,79,-96,96,100,100,179
"Jordyn Cooley","Open Women's 59kg",58.29,71,74,77,77,99,102,-105,102,179
"Anthony McKee","Men's Masters (50-54) 81kg",79.55,75,78,-82,78,95,101,-105,101,179
"Victoria Chmura","Women's Masters (35-39) 71kg",71,78,-81,-81,78,95,98,101,101,179
"Laura Caggiano","Open Women's 59kg",58.75,81,-84,-84,81,95,98,-101,98,179
"Kimberly Wiese","Women's 16-17 Age Group 71kg",66.8,76,-79,79,79,90,95,100,100,179
"Brianna Leverenz","Open Women's 64kg",63.35,78,80,82,82,94,97,-100,97,179
"Kelly Slaven","Open Women's 81kg",80.15,78,-81,-81,78,98,-101,101,101,179
"Alexis Alexander","Open Women's 71kg",69.7,71,74,-78,74,100,105,-111,105,179
"Tristan Moeller","Men's 16-17 Age Group 73kg",71.25,85,-88,88,88,90,0,0,90,178
"Chase Zilcosky","Open Men's 55kg",55,75,-81,-81,75,-100,-103,103,103,178
"Angelina Dabney","Open Women's 59kg",59,-78,80,-83,80,-95,98,-101,98,178
"Christine Reilly","Women's Masters (40-44) 59kg",58.2,76,-79,-81,76,99,102,-106,102,178
"Kayla Cocker","Open Women's 55kg",55,78,-81,81,81,97,-101,-101,97,178
"Carole Nasrallah","Women's Masters (35-39) 71kg",70.59,78,81,-83,81,93,97,-100,97,178
"Erica Hope","Open Women's 71kg",71,77,80,-82,80,95,98,-100,98,178
"Melissa Odorisio","Women's Masters (35-39) 71kg",69.89,75,78,-81,78,95,100,-104,100,178
"Randall Lewis","Men's Masters (60-64) 109kg",105.75,77,-80,-81,77,98,-101,101,101,178
"Anna Rucker","Open Women's 64kg",61.65,74,77,-80,77,-99,-99,100,100,177
"Challen Pressley Schleh","Women's Masters (35-39) 76kg",74.65,77,-80,-80,77,97,-100,100,100,177
"William Drake","Men's 14-15 Age Group 61kg",60.5,72,77,-80,77,90,95,100,100,177
"Nicole Shipos","Women's Masters (40-44) +87kg",112,75,-78,-80,75,95,98,102,102,177
"Leanne Watson","Open Women's 81kg",78.9,75,78,-80,78,-99,-99,99,99,177
"Heather McBride","Open Women's 71kg",65,73,77,80,80,93,96,-100,96,176
"Jocelyn Ocon","Open Women's +87kg",97.55,70,74,77,77,95,-99,99,99,176
"Kaitlyn O’Connor","Open Women's 71kg",70.15,77,80,-83,80,-96,-96,96,96,176
"Alyssa Martinez","Open Women's 71kg",70.6,80,-83,-83,80,-95,-96,96,96,176
"Morgan Huppenthal","Open Women's 64kg",64,71,74,77,77,95,99,-103,99,176
"Stephanie Ross","Open Women's 59kg",58.73,-72,-72,73,73,98,-102,103,103,176
"Christina Richards","Women's Masters (35-39) 64kg",63.7,78,-80,-80,78,98,-101,-103,98,176
"Crystal Coppersmith","Open Women's 76kg",75.25,75,78,81,81,-95,95,-100,95,176
"Camille Capeles","Open Women's 64kg",63.85,78,-82,-85,78,98,-101,-101,98,176
"Alyssa Denno","Open Women's 71kg",67.57,75,80,-84,80,95,-101,-101,95,175
"Veronica Bagundes","Open Women's 55kg",54.95,71,73,-75,73,99,102,-106,102,175
"M. Claire Akin","Open Women's 76kg",74.6,70,73,-76,73,94,98,102,102,175
"Jason Windley","Men's Masters (40-44) 61kg",60.9,75,-78,-78,75,100,-104,-104,100,175
"Elena Schorr","Open Women's 59kg",58,-78,78,-82,78,97,-99,-99,97,175
"Brianna Maxwell","Open Women's 76kg",74.32,70,74,-78,74,-100,-101,101,101,175
"Erin Nelson","Women's Masters (35-39) 81kg",78.9,77,-80,-82,77,97,-101,-102,97,174
"Olivia Warrington","Open Women's 71kg",70,73,76,78,78,92,94,96,96,174
"Nicole Bradford","Open Women's 71kg",70.25,74,77,-80,77,94,97,-100,97,174
"Dryden Yates","Men's 13 Under Age Group 67kg",65.7,68,72,76,76,88,93,98,98,174
"Georgia Cameron","Open Women's 59kg",58.98,73,75,77,77,93,-97,97,97,174
"MATTIE FLICKINGER","Open Women's 71kg",70.6,-73,73,77,77,92,96,-103,96,173
"Scott Obici","Men's Masters (60-64) 81kg",80.25,72,-75,76,76,95,97,-100,97,173
"Belia rodriguez rivera","Women's Masters (35-39) 71kg",70.45,72,-76,76,76,90,94,97,97,173
"Karlee Strong","Open Women's 76kg",75.15,76,-79,-80,76,96,-99,-99,96,172
"Bailee Pharris","Open Women's 76kg",75.85,75,78,-81,78,94,-97,-98,94,172
"Audrey Hoffmann","Women's Masters (35-39) +87kg",112.45,63,66,68,68,-95,97,104,104,172
"Katherine Miranda","Open Women's 64kg",61.95,73,75,77,77,91,93,95,95,172
"Makiyah  Nickerson","Open Women's 59kg",58.65,75,80,-84,80,-92,92,-95,92,172
"Samantha Ellison","Open Women's 64kg",63.3,73,76,-78,76,95,-100,-101,95,171
"Jaimee Linehan","Open Women's 64kg",64,-76,77,-80,77,-90,90,94,94,171
"Colbie Chinowsky","Open Women's 87kg",85.78,76,80,-84,80,91,-94,-95,91,171
"Chelsey Tharp","Open Women's 81kg",80.6,73,76,-80,76,-95,95,-99,95,171
"Devin Welker","Women's 16-17 Age Group 64kg",63.5,-79,79,-87,79,-92,-92,92,92,171
"Erica Sheagley","Open Women's 64kg",61.65,75,-77,-77,75,96,-99,-99,96,171
"Michael Tucciarone","Men's 16-17 Age Group 55kg",55,-70,70,75,75,95,-100,-100,95,170
"Carlyn Winston","Women's Masters (35-39) 76kg",74.45,69,72,75,75,89,92,95,95,170
"Morgan Beattie","Open Women's 64kg",60.4,74,77,-80,77,93,-96,-97,93,170
"Gwen Proper","Open Women's 59kg",59,71,-74,75,75,-89,91,95,95,170
"Jeanna Mullen","Open Women's 64kg",62.8,74,-77,77,77,-92,93,-95,93,170
"Aysia Hill","Open Women's 59kg",58.6,70,73,76,76,87,91,94,94,170
"Jessica Rodriguez","Open Women's 59kg",58.15,-72,72,75,75,93,95,-98,95,170
"Erica Norgren","Women's Masters (40-44) 76kg",75.8,77,-80,81,81,85,-89,89,89,170
"Emma Heck","Women's 16-17 Age Group 59kg",58.83,74,-77,-77,74,93,96,-99,96,170
"Tess Bierl","Open Women's 71kg",70.85,75,-77,-77,75,95,-98,-98,95,170
"Lauren Fuhrman","Open Women's 64kg",63.6,-75,-76,76,76,90,93,-95,93,169
"James Lessley","Men's 14-15 Age Group 61kg",59.93,-74,74,-80,74,95,-99,-102,95,169
"Connor Hwang","Men's 16-17 Age Group 67kg",66.65,70,-75,76,76,93,-98,-100,93,169
"Alicia DiSpaltro","Open Women's 64kg",59.45,74,-77,-80,74,94,-97,-97,94,168
"Agata Santana","Open Women's 71kg",70.25,78,-81,-82,78,90,-94,-95,90,168
"Elise Caron","Women's Masters (35-39) 71kg",68.29,70,73,76,76,86,89,92,92,168
"Jade Morales","Women's 16-17 Age Group 55kg",54.82,69,72,75,75,90,93,-96,93,168
"Lauren Lee","Open Women's 59kg",58.7,72,-74,-76,72,95,-98,-99,95,167
"Megan Haymaker","Women's Masters (35-39) +87kg",158.65,69,72,-75,72,92,95,-98,95,167
"Rebecca Rivera","Women's Masters (35-39) 87kg",84.95,68,71,74,74,88,92,-95,92,166
"Chase Coomer","Men's 16-17 Age Group 61kg",60.19,68,71,-77,71,87,90,95,95,166
"Autumn Sands","Women's 14-15 Age Group 64kg",63.05,-70,70,72,72,88,91,94,94,166
"Ava Oteri","Open Women's 64kg",63.65,64,67,-71,67,94,-97,99,99,166
"Kason Luu","Men's 16-17 Age Group 61kg",60.48,68,71,-74,71,90,95,-100,95,166
"D. Irizarry","Open Women's 55kg",54.07,68,71,-75,71,90,94,-98,94,165
"Paige Chardavoyne","Open Women's 64kg",64,-71,71,-74,71,94,-98,-98,94,165
"Amy Hovan","Women's Masters (45-49) 76kg",75.35,70,73,-76,73,-88,89,92,92,165
"Tracy Chase","Women's Masters (35-39) 71kg",67.55,74,-77,77,77,88,-90,-91,88,165
"Sarah Wright","Open Women's 59kg",57.95,72,75,-77,75,-90,90,-93,90,165
"Rebecca Liu","Open Women's 64kg",60.85,68,71,74,74,86,89,91,91,165
"Olivia Piacentini","Women's Masters (35-39) 87kg",84.1,-68,-68,68,68,89,93,97,97,165
"Yvgeni Henderson","Women's Masters (35-39) 87kg",86.05,70,-73,-73,70,90,95,-97,95,165
"Lillian Spry","Women's 16-17 Age Group 71kg",67.65,-72,-72,72,72,92,-96,-97,92,164
"Lucille Murphy","Women's Masters (35-39) 71kg",69.16,70,72,74,74,89,-92,-92,89,163
"Kristin Roskowick","Women's Masters (40-44) 76kg",76,69,-71,71,71,89,92,-95,92,163
"Jordan Nantz","Women's 16-17 Age Group 59kg",55.52,67,70,72,72,85,88,90,90,162
"Alyssa Kwast","Women's Masters (35-39) 71kg",70.08,71,74,-78,74,82,85,88,88,162
"Sidney Porter","Men's 13 Under Age Group +73kg",102.1,66,-70,71,71,83,88,91,91,162
"Kaylin White","Open Women's 49kg",48.35,68,71,73,73,-88,-88,89,89,162
"Amy Tunis","Women's Masters (40-44) 81kg",80.05,-70,70,74,74,-88,88,-91,88,162
"Katherine Brown","Women's Masters (45-49) 81kg",77.6,65,-69,69,69,86,89,92,92,161
