lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Julian Box","Open Men's 102kg",99.96,-105,108,116,116,125,-137,140,140,256
"Andrew Brantley","Open Men's 96kg",91.18,103,-106,106,106,134,138,140,140,246
"Blake Atwell","Open Men's +109kg",114,86,91,96,96,-132,-132,140,140,236
"Gerald Lebrilla","Open Men's 67kg",66.93,95,98,101,101,-130,-130,135,135,236
"Travis  Eirich","Open Men's 89kg",88.02,88,94,-100,94,129,-136,137,137,231
"Matthew Kaplan","Men's Masters (40-44) 96kg",95.25,95,-99,99,99,125,130,-134,130,229
"Eric Chun","Open Men's 96kg",94.74,96,101,-105,101,116,121,-125,121,222
"Rafael Ramirez","Open Men's 73kg",71.57,95,-100,100,100,115,120,-125,120,220
"Kenneth Noriesta","Open Men's 109kg",108.25,89,92,95,95,117,120,123,123,218
"Darius Constancio","Open Men's 96kg",94.21,-94,94,97,97,117,121,-123,121,218
"Abraham Dominguez","Open Men's 109kg",108.2,-97,97,-101,97,115,120,-126,120,217
"Jayden Son","Junior Men's 81kg",73.06,85,90,-95,90,110,115,-118,115,205
"daniel Perez","Open Men's 73kg",71.42,-90,93,96,96,105,108,-115,108,204
"John Fasulo","Men's Masters (35-39) 81kg",80.5,81,84,87,87,110,113,117,117,204
"Eduardo Montes","Open Men's +109kg",116.45,75,80,-100,80,105,112,120,120,200
"Marco Ledezma","Open Men's 109kg",106.5,80,84,90,90,95,105,108,108,198
"Thomas Bilodeau","Open Men's 89kg",84.39,76,79,82,82,109,112,115,115,197
"Steven Marin","Open Men's 89kg",84.9,75,80,-81,80,110,-115,117,117,197
"Sergio Dillon","Open Men's 96kg",90.9,75,78,81,81,110,-115,115,115,196
"Braden Drake","Men's Masters (35-39) 89kg",87.1,80,83,-85,83,112,-115,-117,112,195
"Alphonso Jimenez","Men's Masters (35-39) 96kg",93.16,82,85,-88,85,103,107,110,110,195
"Anthony Sosa","Men's Masters (45-49) 96kg",93.45,79,-82,82,82,-104,104,-108,104,186
"Nima Hemmatian","Open Men's 73kg",71.92,77,80,-83,80,94,98,102,102,182
"Joseph  Gonzalez","Men's Masters (40-44) 102kg",101.25,75,-79,80,80,100,-102,102,102,182
"Derec Thompson","Open Men's 109kg",105.7,71,75,80,80,94,97,100,100,180
"henry maung","Men's Masters (35-39) 81kg",80.8,-75,75,-81,75,99,-105,-107,99,174
"Deonna Lee","Women's Masters (45-49) 81kg",79.72,65,67,70,70,90,95,100,100,170
"Shunsuke Nakao","Men's Masters (40-44) 61kg",60.24,68,72,75,75,85,90,94,94,169
"Richard Banister","Men's Masters (45-49) 73kg",69.5,61,66,70,70,84,93,98,98,168
"Cody Castro","Open Men's 73kg",67.52,70,73,75,75,90,93,-95,93,168
"Annie Wozniak","Open Women's 76kg",74.5,70,-74,75,75,85,90,-94,90,165
"Salma Mahmoud","Open Women's 76kg",75.23,-70,70,-72,70,-88,88,92,92,162
"Kuo Hung Tseng","Men's Masters (35-39) 73kg",70.57,60,65,70,70,81,85,90,90,160
"Austria Cho","Open Women's 64kg",63.83,-71,71,-75,71,88,-92,-95,88,159
"Lauren Thiel","Open Women's +87kg",126.81,58,61,64,64,84,88,90,90,154
"Jase Coss","Men's 14-15 Age Group 81kg",79,-61,61,63,63,80,85,90,90,153
"Mateo Jonah Limbo","Men's 14-15 Age Group 81kg",76.5,-60,62,-65,62,80,85,91,91,153
"Justina Gutierrez","Women's Masters (35-39) 81kg",78.72,62,65,67,67,77,80,84,84,151
"Judy Zhou","Open Women's 55kg",54.34,-60,61,64,64,80,85,-87,85,149
"Alex Sanchez-Olvera","Open Men's 73kg",71.4,62,67,-72,67,75,82,-88,82,149
"Cynthia Brown","Open Women's 59kg",58.41,60,64,-67,64,80,-83,-83,80,144
"Francisco Saco","Men's Masters (45-49) 73kg",72.3,53,57,60,60,75,79,83,83,143
"Danlin Bao","Open Women's 64kg",59.8,60,63,65,65,74,78,-84,78,143
"Marielle Celi","Open Women's 81kg",78.36,62,64,-66,64,-76,76,78,78,142
"Lisbet Celestino","Open Women's +87kg",90.93,58,60,-63,60,75,78,81,81,141
"Marion Crowley","Women's Masters (35-39) 64kg",63.61,58,61,64,64,73,-76,76,76,140
"Alesia Guerrero Castillo","Open Women's 71kg",69.92,58,60,62,62,76,-78,-80,76,138
"Joan Lim","Open Women's 81kg",80.4,58,60,-63,60,75,78,-80,78,138
"Alexandra Navaja","Open Women's +87kg",90.63,53,55,57,57,78,80,-82,80,137
"Carola Manriquez","Women's Masters (35-39) 71kg",70.85,52,54,56,56,72,76,80,80,136
"Melissa  Ozuna","Women's Masters (40-44) 71kg",69,52,-54,55,55,72,74,-77,74,129
"Jessica Marie Ramirez","Women's Masters (35-39) 64kg",63.7,54,-56,57,57,68,71,-74,71,128
"Brian Dickinson","Men's Masters (50-54) 102kg",98,46,49,52,52,67,71,75,75,127
"Kyo Adachi","Open Men's 61kg",60.4,-58,-58,58,58,68,69,-73,69,127
"Ashley Alegria","Open Women's 64kg",60.9,53,-55,-55,53,65,68,71,71,124
"Elise Bach","Open Women's 81kg",79.81,50,52,-54,52,65,-68,68,68,120
"Jessica Lohse","Women's Masters (35-39) 71kg",66.46,44,48,-51,48,69,72,-76,72,120
"Karen Sarinana","Open Women's 76kg",73.89,47,50,-54,50,65,69,-72,69,119
"Connie Lam","Open Women's 71kg",68.15,-53,53,55,55,64,-67,-68,64,119
"Linda  Macias","Women's Masters (40-44) 71kg",71,47,48,49,49,62,63,65,65,114
"Alice Hua","Open Women's 55kg",54.16,-47,47,-50,47,58,60,64,64,111
"ILDA Gonzalez","Open Women's 87kg",85.03,42,46,48,48,59,63,-66,63,111
"Mayra Berg","Women's Masters (40-44) 87kg",82.59,43,44,46,46,59,60,61,61,107
"Adeleyna  Navarro","Women's 16-17 Age Group 76kg",74.95,41,43,-46,43,56,60,63,63,106
"Carrissa McCafferty","Open Women's +87kg",94,-47,47,-48,47,57,58,-59,58,105
"Jaylee Casiano","Junior Women's 76kg",72,40,-43,43,43,51,55,58,58,101
"Elizabeth Johnson","Open Women's 64kg",64,-40,41,44,44,47,49,-51,49,93
"Evelyn Knight","Women's Masters (50-54) 64kg",60,37,39,41,41,45,48,50,50,91
"Yemima Wiridya Aji","Open Women's 59kg",58.53,36,39,-42,39,46,50,-52,50,89
"Josie Chavez","Women's Masters (45-49) 64kg",61,34,-38,39,39,45,49,-51,49,88
"Samantha  Mosher","Women's Masters (40-44) 55kg",54.63,35,-37,-37,35,45,-48,48,48,83
"Alexandria Anderson","Women's Masters (35-39) 71kg",66.13,30,31,32,32,45,49,50,50,82
"Jaylie Leslie-Mcilvain","Women's 14-15 Age Group +76kg",85,30,33,35,35,40,43,45,45,80
"Elsie Williams","Women's 16-17 Age Group 55kg",49.99,-25,25,26,26,31,32,34,34,60
"Evin Nathan  Rager","Men's 13 Under Age Group 32kg",31.33,20,22,23,23,26,28,30,30,53
"Kira Reynolds","Women's 13 Under Age Group 45kg",45,19,22,-23,22,-26,26,-30,26,48
"Brandi Fallica","Women's Masters (45-49) 64kg",62.69,-47,-47,-47,0,58,61,63,63,0
"Christophe Patterson","Open Men's +109kg",118.95,111,-116,-117,111,-135,-138,-140,0,0
"Raquel Celestino","Open Women's +87kg",91.02,64,-67,67,67,-80,-80,-80,0,0
"Jean Banos","Men's Masters (35-39) +109kg",134.45,113,117,-120,117,145,150,-155,150,267
"Seth Day","Men's Masters (35-39) +109kg",112.35,100,105,111,111,140,146,150,150,261
"Joshua Bryan","Open Men's 96kg",95.4,102,-107,-110,102,125,131,-137,131,233
"Tim Oberhelman","Open Men's +109kg",112.05,-90,92,96,96,110,115,120,120,216
"Michael Parrish","Open Men's 89kg",88.6,85,90,-95,90,110,-115,117,117,207
"Victor Angulo","Men's Masters (35-39) 96kg",92.6,55,60,73,73,90,100,110,110,183
"Rigoberto flores","Men's Masters (45-49) 96kg",90.1,60,-65,65,65,83,-93,93,93,158
"Sydney Meyer","Open Women's 71kg",64.4,67,-70,71,71,78,82,85,85,156
"Allison Kelley","Open Women's 71kg",71,-69,69,-71,69,-82,82,-85,82,151
"chris fettig","Men's Masters (45-49) 81kg",79.8,64,-66,67,67,75,78,81,81,148
"Venessa Halverson","Women's Masters (45-49) 64kg",63.2,62,-65,65,65,80,83,-85,83,148
"Adam Hurst","Men's Masters (35-39) 81kg",78.2,55,58,60,60,75,79,83,83,143
"Heather Hatchett","Women's Masters (35-39) +87kg",121.3,-52,52,60,60,64,70,-75,70,130
"Yvonne Guajardo","Open Women's 76kg",76,46,48,50,50,65,70,75,75,125
"Brian Schoepf","Men's Masters (60-64) 81kg",79.9,45,50,55,55,-61,63,70,70,125
"Kristin Brimhall","Women's Masters (40-44) 76kg",75.95,47,49,51,51,67,69,72,72,123
"Kayla Jefferies","Open Women's 87kg",85,49,-51,-53,49,66,68,71,71,120
"Misty Hill","Women's Masters (45-49) 81kg",76.9,46,-48,50,50,60,63,65,65,115
"Bindu Marasini","Open Women's 55kg",50.8,47,-51,-51,47,63,-66,-68,63,110
"Laura Ihde","Women's Masters (35-39) 81kg",78.45,39,42,46,46,56,60,64,64,110
"Shelby Williams","Open Women's +87kg",110.15,41,43,45,45,56,59,-62,59,104
"Joanne Sanders","Women's Masters (40-44) 64kg",61.65,42,45,-47,45,55,58,-60,58,103
"Natalie Dale","Women's Masters (45-49) 64kg",62.3,35,37,38,38,48,50,53,53,91
"Jeannie Asuao","Open Women's 81kg",78,33,36,39,39,45,-48,51,51,90
"Aishwarya Nandyala","Open Women's 76kg",75,35,40,-42,40,48,50,-55,50,90
"Angie Gardi","Women's Masters (55-59) +87kg",101.4,37,-38,38,38,50,-55,-55,50,88
"Alannah Eagle-King","Open Women's 87kg",84,35,37,-39,37,43,45,-47,45,82
"Mahalia Locklin","Women's Masters (50-54) 81kg",77.25,30,32,-34,32,43,46,-49,46,78
"Elhiana Inez Perez","Women's 13 Under Age Group 49kg",47,25,-28,28,28,34,37,39,39,67
"Felix Yandel Rivera","Men's 13 Under Age Group 49kg",45,25,28,30,30,31,34,37,37,67
"Savanna Gillen","Open Women's 76kg",72,25,27,-29,27,29,31,33,33,60
"Hadley  Stewart","Women's 13 Under Age Group 36kg",33.6,12,14,16,16,16,18,-20,18,34
"Micah Laska","Men's 16-17 Age Group 89kg",88,111,116,120,120,136,-138,-141,136,256
"Payton Bartos","Men's 16-17 Age Group 89kg",83.8,85,-92,-92,85,-100,100,103,103,188
"Alexander Schneider","Men's 14-15 Age Group +89kg",125,78,81,-85,81,98,101,106,106,187
"logan walkins","Men's 16-17 Age Group +102kg",103.6,80,-87,-88,80,95,102,-105,102,182
"Daniel Dietrich","Men's 16-17 Age Group 89kg",88,75,80,-85,80,-90,90,97,97,177
"Ethan Iverson","Men's 14-15 Age Group 89kg",84.5,65,69,74,74,90,95,100,100,174
"Andy Arntson","Men's 14-15 Age Group 89kg",88.3,66,70,74,74,87,92,96,96,170
"Evan Lindenfelser","Men's 16-17 Age Group 61kg",60.7,65,-70,70,70,90,-92,-95,90,160
"Evan Flick","Men's 14-15 Age Group 89kg",88.1,58,61,65,65,-82,-86,86,86,151
"Cole Munson","Men's 16-17 Age Group 96kg",95,65,-70,-70,65,82,85,-90,85,150
"Nathaniel Giroux","Men's 16-17 Age Group +102kg",108,65,-69,-69,65,70,75,80,80,145
"Caleb Zimmerman","Men's 14-15 Age Group +89kg",131.3,52,56,-60,56,86,-90,-90,86,142
"Mason Gilson","Men's 14-15 Age Group 81kg",78,53,57,-60,57,73,-77,80,80,137
"Wyatt Miller","Men's 14-15 Age Group 73kg",71,45,50,55,55,65,70,-73,70,125
"Henry Baasch","Men's 14-15 Age Group 89kg",84.4,44,47,50,50,60,65,71,71,121
"Keagan Card","Men's 14-15 Age Group 61kg",60.6,-38,47,50,50,70,-73,-73,70,120
"William Mercer","Men's 16-17 Age Group 81kg",80.6,44,47,50,50,61,64,66,66,116
"Avery Selinski","Women's 16-17 Age Group 71kg",70.9,41,45,48,48,50,55,60,60,108
"Gracie Rustad","Women's 16-17 Age Group +81kg",96.4,-42,42,46,46,-61,61,-64,61,107
"Zoë Lyon","Women's 14-15 Age Group 59kg",57.8,42,45,-48,45,55,58,61,61,106
"Wyatt  Petersen","Men's 14-15 Age Group 67kg",65.8,41,44,48,48,54,57,-60,57,105
"Chelsi Morical","Women's 16-17 Age Group 71kg",70.5,40,-44,45,45,52,57,-60,57,102
"Theodore Gindele","Men's 14-15 Age Group 55kg",55,43,-46,-49,43,-53,57,-64,57,100
"Alexis Scheid","Women's 16-17 Age Group 76kg",74.7,42,44,-46,44,55,-57,-57,55,99
"Macie Olson","Women's 14-15 Age Group 64kg",60,41,43,45,45,48,50,-52,50,95
"Jacob  Henry","Men's 14-15 Age Group 81kg",79.6,33,37,-40,37,52,56,-60,56,93
"Denver Borwege","Men's 14-15 Age Group 61kg",60,33,37,41,41,44,47,51,51,92
"Madison Olson","Women's 16-17 Age Group 55kg",52.6,35,39,43,43,45,48,-52,48,91
"Ellie Abbott","Women's 13 Under Age Group 64kg",63.5,29,32,35,35,44,48,52,52,87
"Anella Sahr","Women's 14-15 Age Group 55kg",53.6,29,32,35,35,42,45,50,50,85
"Anton Surma","Men's 14-15 Age Group 61kg",56.5,32,35,-38,35,38,42,-45,42,77
"Bella Koth","Women's 13 Under Age Group +64kg",100.3,29,33,-34,33,33,36,40,40,73
"Maiya  Poppen","Women's 14-15 Age Group 59kg",58,22,26,-29,26,39,-42,45,45,71
"Ian Schneider","Men's 14-15 Age Group 73kg",69.5,29,32,-35,32,34,37,-40,37,69
"Deegan Parker","Men's 13 Under Age Group 55kg",55,24,27,31,31,33,-37,37,37,68
"Zoe Jacobsen","Women's 16-17 Age Group 55kg",52.6,22,25,-29,25,-23,23,26,26,51
"Brynlee Masog","Women's 13 Under Age Group 55kg",54.2,19,22,25,25,19,22,25,25,50
"Jacob Carlson","Men's 13 Under Age Group 49kg",44.9,15,20,25,25,20,23,-26,23,48
"Arabella  White","Women's 13 Under Age Group 49kg",46.7,12,15,18,18,19,22,26,26,44
"Oliver Swenson","Men's 13 Under Age Group 73kg",72.4,16,19,22,22,20,-24,-24,20,42
"Owen Murphy","Open Men's 81kg",80.55,105,-111,-115,105,135,-140,141,141,246
"Michael Rosa","Open Men's 102kg",101.7,92,-100,100,100,125,134,140,140,240
"Robinpreet Dhillon","Open Men's 102kg",98.4,90,95,100,100,110,115,120,120,220
"Eric Combs","Men's Masters (40-44) 96kg",95.8,97,100,-103,100,115,118,119,119,219
"Benjamin Stevens","Open Men's 96kg",95,90,-100,100,100,105,-115,115,115,215
"Juliann Poserio","Open Men's 73kg",72,85,-90,93,93,105,107,-111,107,200
"Daniel Lema","Open Men's 73kg",72.6,75,81,-85,81,110,115,-117,115,196
"Mark Louros","Men's Masters (35-39) 102kg",96.95,80,85,-91,85,110,-115,0,110,195
"Mohammed Aiman Koli","Junior Men's 89kg",87.85,82,-85,-85,82,109,-110,0,109,191
"Stephan Julien","Open Men's 96kg",92.15,82,-87,-91,82,100,-107,-112,100,182
"Nathan Combs","Men's 16-17 Age Group 81kg",76.7,67,-70,-70,67,92,-95,-95,92,159
"Aleksey Khomenko","Men's Masters (55-59) 81kg",74.93,65,-68,68,68,85,88,90,90,158
"Matthew Emer","Men's 16-17 Age Group 89kg",86.3,52,54,56,56,75,79,-82,79,135
"Grace Wang","Women's 16-17 Age Group +81kg",89.7,53,55,57,57,67,69,72,72,129
"CASSEY BURRELL","Women's Masters (40-44) +87kg",95.55,48,50,53,53,72,75,-78,75,128
"Yiming Huang","Junior Men's 67kg",64,50,-55,-56,50,70,76,-82,76,126
"Brianna Forman","Open Women's 71kg",67.55,45,50,53,53,65,70,-73,70,123
"Mia  Mohr","Junior Women's 64kg",62.8,-49,49,53,53,68,-72,-72,68,121
"Kinali Patel","Junior Women's 71kg",64.6,48,51,-54,51,70,-74,-74,70,121
"Frank Mintz","Men's 14-15 Age Group 89kg",84.6,43,46,49,49,62,66,69,69,118
"Gyuri Moon","Open Women's 59kg",58.55,44,47,-50,47,55,58,-61,58,105
"Lydia Seiling","Open Women's 59kg",58.9,40,43,45,45,55,58,60,60,105
"Gerard Dunne","Men's Masters (75-79) 73kg",72.7,38,41,-43,41,45,-53,53,53,94
"Ashley Visconti","Open Women's 64kg",60.4,33,-35,35,35,40,42,45,45,80
"Jennifer Portillo","Open Women's 59kg",57.3,34,35,36,36,40,42,-44,42,78
"Angelina Mintz","Junior Women's 49kg",45.4,32,34,-36,34,39,42,-45,42,76
"Czarina Poserio","Women's 16-17 Age Group 55kg",53,30,33,-35,33,37,40,43,43,76
"Hafizah Omar","Women's Masters (35-39) 87kg",85.1,27,29,-30,29,37,40,43,43,72
"Jennifer Chacon Herrador","Open Women's 55kg",53.5,26,-28,30,30,40,-43,-44,40,70
"Oliver Combs","Men's 13 Under Age Group 55kg",52.55,26,28,30,30,35,38,40,40,70
"Shawna Khuu","Women's 16-17 Age Group 55kg",53.7,22,24,26,26,38,41,43,43,69
"May Thu Khaing","Women's 16-17 Age Group 45kg",42.9,23,25,27,27,33,-35,35,35,62
"Kathleen Porter","Women's Masters (55-59) 81kg",80.4,21,23,25,25,30,33,35,35,60
"Melanie Gatti","Women's Masters (40-44) 55kg",52.4,18,21,-23,21,25,28,30,30,51
"Justin Bongcaron","Junior Men's 73kg",70.3,-85,-90,-90,0,105,-109,109,109,0
"Daniel Tymus","Junior Men's 109kg",104.9,-86,86,-92,86,-120,-120,0,0,0
"Andrew Pupo","Open Men's +109kg",136.4,110,115,120,120,-150,165,-176,165,285
"Michael Wall","Open Men's +109kg",111,110,115,-120,115,140,-150,-160,140,255
"Roy  Maher","Men's 16-17 Age Group 73kg",73,105,108,-111,108,-135,135,-142,135,243
"Jessica Watson","Women's Masters (40-44) 81kg",81,64,-67,-68,64,68,70,72,72,136
"Katelyn Lipa","Women's Masters (35-39) 71kg",67,57,59,-61,59,65,69,-72,69,128
"Madeleine Maher","Women's 14-15 Age Group 76kg",73,52,54,-56,54,-67,68,-70,68,122
"Christine Harris","Open Women's +87kg",113,45,48,51,51,59,63,65,65,116
"Steven Acenbrak","Men's Masters (65-69) 81kg",74.2,36,38,40,40,48,52,55,55,95
"Catherine  Cox","Women's 14-15 Age Group 64kg",63,34,36,-39,36,45,47,49,49,85
"Desmond Carey","Men's 14-15 Age Group 61kg",59,34,36,-39,36,-45,45,48,48,84
"Abigail Negron","Women's 13 Under Age Group 45kg",44,26,28,30,30,-38,38,40,40,70
"Steven Coen","Men's Masters (35-39) 89kg",88,97,102,105,105,122,127,-132,127,232
"MICHAEL GOODMAN","Men's Masters (40-44) +109kg",114.9,85,90,-95,90,128,-135,135,135,225
"Taylor Hynes","Open Women's 76kg",75.74,77,-80,80,80,95,100,-103,100,180
"KB HALIM","Men's Masters (45-49) 81kg",78.3,70,-73,73,73,-90,-90,90,90,163
"Steven Griffith","Men's Masters (55-59) 102kg",100.6,59,63,68,68,80,86,90,90,158
"mike wheeler","Men's Masters (55-59) 102kg",100.2,64,66,-68,66,86,88,-90,88,154
"jacob prospero","Junior Men's 102kg",98.2,67,-67,-70,67,75,77,80,80,147
"Vivien Csikos","Open Women's 71kg",70.67,-65,65,-68,65,76,-79,80,80,145
"JONAH BAHARIN","Men's 14-15 Age Group 61kg",59.4,57,61,-65,61,72,-77,80,80,141
"Addison Comstock","Junior Women's 64kg",60.96,60,63,65,65,75,-78,-80,75,140
"Katherine Brumwell","Open Women's 76kg",75.93,52,55,58,58,68,72,76,76,134
"James Saenz","Men's 16-17 Age Group 61kg",58.4,55,58,-62,58,69,72,74,74,132
"Tina Fleecs","Women's Masters (45-49) 87kg",82,50,53,55,55,69,72,75,75,130
"Raegan Stinemetz","Open Women's 64kg",62.68,55,58,-61,58,65,69,-73,69,127
"Jacob Farrell-Evans","Men's 14-15 Age Group 89kg",85.5,48,-51,51,51,60,65,-70,65,116
"Ouida Cassidy","Women's Masters (40-44) +87kg",87.7,47,-50,50,50,62,65,-67,65,115
"Missy Stiner","Women's Masters (35-39) +87kg",91.8,40,42,45,45,58,62,67,67,112
"Hannah Winter","Women's Masters (35-39) 71kg",68.85,42,-44,45,45,58,62,-66,62,107
"Katherine Harlow","Women's Masters (55-59) 81kg",78.38,39,42,44,44,57,60,62,62,106
"Toni Jackson","Women's Masters (40-44) +87kg",87.45,41,43,-45,43,58,-60,62,62,105
"Mary Wilson","Women's 16-17 Age Group +81kg",84.75,37,39,41,41,40,43,45,45,86
"Rachel Addington","Women's Masters (35-39) 59kg",59,31,33,-35,33,41,-44,44,44,77
"LAURA STILL","Women's Masters (65-69) 59kg",56.7,21,23,-25,23,32,34,36,36,59
"Mackenzie Barnett","Open Women's 59kg",58.78,20,21,23,23,28,30,32,32,55
"Wednesday Hackleman","Women's 13 Under Age Group 40kg",39.45,20,21,22,22,26,27,29,29,51
"NOR AMINA BAHARIN","Women's 13 Under Age Group 45kg",40.5,-18,18,20,20,24,26,28,28,48
"Rhett Phillips","Men's 13 Under Age Group 44kg",41.1,13,15,17,17,20,22,-23,22,39
"Everly Hufford","Women's 13 Under Age Group 40kg",39.65,13,15,17,17,17,19,21,21,38
"Ava Jackson","Women's 13 Under Age Group 45kg",40.45,11,-13,13,13,16,18,19,19,32
"Vivian Phillips","Women's 13 Under Age Group 36kg",36,11,12,-13,12,14,16,17,17,29
"Sean Hammell","Open Men's 102kg",99.6,-130,-130,-130,0,155,160,165,165,0
"Hunter McVey","Open Men's 96kg",93.1,95,-100,100,100,-130,-137,-137,0,0
"August Wagner","Junior Men's 102kg",98.7,115,122,128,128,145,153,-155,153,281
"James Huseth","Men's 16-17 Age Group +102kg",103.8,100,106,-111,106,130,-135,135,135,241
"Patrick Langfeldt","Men's 16-17 Age Group 102kg",101.2,75,80,86,86,95,101,-106,101,187
"Clinton Otto","Men's 16-17 Age Group 73kg",71.02,70,74,77,77,81,86,91,91,168
"Evan Miller","Men's 14-15 Age Group 73kg",71.23,66,69,-72,69,80,83,87,87,156
"Timothy Kyyra","Men's 14-15 Age Group 89kg",83.6,-63,63,66,66,88,-91,-91,88,154
"Gunnar Maki","Men's 16-17 Age Group 81kg",73.29,70,73,-76,73,78,-81,-81,78,151
"Logan German","Men's 14-15 Age Group 81kg",74.1,57,61,65,65,78,-83,85,85,150
"Wyatt Nelson","Men's 14-15 Age Group 55kg",53.98,55,58,60,60,70,73,76,76,136
"Torin Strecker","Men's 16-17 Age Group 81kg",77.9,53,56,60,60,70,75,-80,75,135
"Tanner Hedeen","Junior Men's 89kg",82.5,47,51,-55,51,-77,-81,81,81,132
"Eli Cooper","Men's 14-15 Age Group 81kg",74.2,-50,50,52,52,75,78,-80,78,130
"Dana Barsness","Women's 16-17 Age Group 76kg",74.27,50,54,-58,54,70,74,-78,74,128
"Jaxson Hedeen","Men's 16-17 Age Group +102kg",133.1,42,46,50,50,-63,67,75,75,125
"Kallie Otto","Women's 16-17 Age Group +81kg",132.54,46,50,-54,50,62,-66,-66,62,112
"Finnegan Nerison","Men's 14-15 Age Group 89kg",83,43,-45,45,45,65,-67,-67,65,110
"Addison Miller","Women's 16-17 Age Group 76kg",75.96,40,43,46,46,62,-66,-66,62,108
"Caleb Lorentz","Men's 14-15 Age Group 55kg",51.87,-35,35,39,39,-52,52,56,56,95
"Beatrix Wagner","Women's 13 Under Age Group 55kg",51.65,35,38,-40,38,45,49,52,52,90
"Lily Nelson","Women's 14-15 Age Group 76kg",72.57,33,35,38,38,45,49,-52,49,87
"Khlayah Silva","Women's 13 Under Age Group 64kg",62.49,33,35,-38,35,44,47,49,49,84
"Kaia Maki","Women's 13 Under Age Group 49kg",48.3,33,-35,-37,33,43,-45,-46,43,76
"Matthew Endres","Men's 14-15 Age Group +89kg",129.8,30,34,-38,34,38,40,-42,40,74
"Harmon Wojahn","Men's 14-15 Age Group 55kg",52.05,23,25,27,27,32,37,-40,37,64
"Jack Nelson","Men's 13 Under Age Group 44kg",41.01,20,23,25,25,25,28,31,31,56
"Ellis Wagner","Men's 13 Under Age Group 44kg",43.31,17,19,-21,19,20,22,24,24,43
"Zane Beck","Men's 16-17 Age Group 81kg",75.4,-69,-69,70,70,-87,-89,-89,0,0
"Evan Thomas","Men's 16-17 Age Group +102kg",111.1,79,82,-86,82,106,116,0,116,198
"Keegan Markell","Men's 14-15 Age Group 89kg",87.4,85,-90,90,90,100,0,0,100,190
"Keaton Sauvageau","Men's 16-17 Age Group 67kg",65.9,62,-66,66,66,85,88,-91,88,154
"Payton Wilson","Men's 16-17 Age Group 89kg",85.5,45,49,53,53,53,60,65,65,118
"Ashley Haas","Women's 16-17 Age Group 55kg",54.7,33,36,-38,36,47,-52,52,52,88
"Jake Quinn","Open Men's 102kg",101,100,104,108,108,135,140,-144,140,248
"Seth Baden","Junior Men's +109kg",111.5,103,107,-110,107,124,128,-130,128,235
"Hunter Piasecki","Junior Men's 73kg",71.2,100,-104,-108,100,-128,128,132,132,232
"Matt Adams","Men's Masters (40-44) 102kg",101.4,80,85,90,90,100,106,112,112,202
"Camille Lafferty","Junior Women's 71kg",69,54,-57,-60,54,73,76,78,78,132
"Amiya Drury","Women's 14-15 Age Group 64kg",60.5,41,43,45,45,47,50,52,52,97
"Hailey Sprenger","Women's 13 Under Age Group 45kg",44.8,36,38,40,40,46,48,50,50,90
"Kate Yetter","Women's 13 Under Age Group 40kg",39.4,18,20,-22,20,22,25,27,27,47
"Quinn Drury","Women's 13 Under Age Group 36kg",34.5,14,15,-16,15,16,18,19,19,34
"Julian Sykes","Open Men's 81kg",76,115,120,126,126,143,150,157,157,283
"Jeremy Williams","Open Men's 89kg",89,115,-118,-118,115,145,150,-155,150,265
"Dylan Hayes","Junior Men's 102kg",97.4,120,-127,-127,120,145,-150,-151,145,265
"Logan Thompson","Junior Men's 96kg",94.8,100,105,110,110,130,140,150,150,260
"Nick Fenex","Open Men's 96kg",94.65,-116,116,-120,116,142,-148,-151,142,258
"Joshua Canet","Junior Men's 96kg",93.4,106,110,-115,110,130,135,143,143,253
